Affiliation1,Affiliation2,Ratio,Token_Sort_Ratio
Institut fu&#x0308;r Wirtschaftsinformatik,Private Hospital of Medellin,26,29
Institut fu&#x0308;r Wirtschaftsinformatik,US National Park Service,27,31
Institut fu&#x0308;r Wirtschaftsinformatik,"IBM, Brasil",23,20
Institut fu&#x0308;r Wirtschaftsinformatik,Burda Digital GmbH,23,24
Institut fu&#x0308;r Wirtschaftsinformatik,Singapore Clinical Research Institute,33,49
Institut fu&#x0308;r Wirtschaftsinformatik,International Institute for Socio-Informatics,53,44
Institut fu&#x0308;r Wirtschaftsinformatik,Northwest Airlines,27,31
Institut fu&#x0308;r Wirtschaftsinformatik,Golden Asset Management Consultant LTD,25,30
Institut fu&#x0308;r Wirtschaftsinformatik,Brooke Army Medical Center,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,ETA SA Manufacture Horlogère Suisse,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,Sprott School of Business,33,36
Institut fu&#x0308;r Wirtschaftsinformatik,Complex Prod. Sys. Innov. Cen.,22,24
Institut fu&#x0308;r Wirtschaftsinformatik,Centre for Research and Innovation Management,39,35
Institut fu&#x0308;r Wirtschaftsinformatik,PSK Inc.,16,21
Institut fu&#x0308;r Wirtschaftsinformatik,University Continental Dynamics,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,Pharmaceutical University,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,Centre for Research-based Innovation,46,34
Institut fu&#x0308;r Wirtschaftsinformatik,Universiät Regensburg,25,33
Institut fu&#x0308;r Wirtschaftsinformatik,Technological Institute,25,47
Institut fu&#x0308;r Wirtschaftsinformatik,Future Technology Laboratory,37,35
Institut fu&#x0308;r Wirtschaftsinformatik,Customer Relationship Management Group,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,N. Illinois Univ.,24,25
Institut fu&#x0308;r Wirtschaftsinformatik,Kleinundpläcking GmbH,22,23
Institut fu&#x0308;r Wirtschaftsinformatik,National Assembly Budget Office,25,28
Institut fu&#x0308;r Wirtschaftsinformatik,National Health Service,31,25
Institut fu&#x0308;r Wirtschaftsinformatik,No. 309 People's Liberation Army Hospital,34,32
Institut fu&#x0308;r Wirtschaftsinformatik,Carefx Corp.,22,19
Institut fu&#x0308;r Wirtschaftsinformatik,Adelphi University,27,24
Institut fu&#x0308;r Wirtschaftsinformatik,Dialogic,16,16
Institut fu&#x0308;r Wirtschaftsinformatik,Sierra Systems Consultants Inc.,33,34
Institut fu&#x0308;r Wirtschaftsinformatik,Southeastern University,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,"Eastern Mediterranean University, Famagusta",33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Infineon Technologies Asia Pacific Pte Ltd.,28,31
Institut fu&#x0308;r Wirtschaftsinformatik,Division of International Business and Technology Studies,32,33
Institut fu&#x0308;r Wirtschaftsinformatik,PricewaterhouseCoopers LLP,24,27
Institut fu&#x0308;r Wirtschaftsinformatik,Shenzhen Bureau of Trade and Industry,25,33
Institut fu&#x0308;r Wirtschaftsinformatik,Georgia Pacific Corporation,29,29
Institut fu&#x0308;r Wirtschaftsinformatik,Monash University South Africa,36,34
Institut fu&#x0308;r Wirtschaftsinformatik,DFA Capital Management Inc.,26,30
Institut fu&#x0308;r Wirtschaftsinformatik,Cold Spring Harbor Laboratory,28,26
Institut fu&#x0308;r Wirtschaftsinformatik,Heidelberg Institute for Theoretical Studies (HITS GmbH),41,38
Institut fu&#x0308;r Wirtschaftsinformatik,National Evolutionary Synthesis Center,32,33
Institut fu&#x0308;r Wirtschaftsinformatik,Boyce Thompson Institute for Plant Research,38,45
Institut fu&#x0308;r Wirtschaftsinformatik,Erasmus University Graduate School of Business,34,34
Institut fu&#x0308;r Wirtschaftsinformatik,Center for the Army Profession and Ethic,39,32
Institut fu&#x0308;r Wirtschaftsinformatik,Ort Barude College,20,20
Institut fu&#x0308;r Wirtschaftsinformatik,Institute for Management of Innovation and Technology,42,36
Institut fu&#x0308;r Wirtschaftsinformatik,University of Cinncinnati,42,33
Institut fu&#x0308;r Wirtschaftsinformatik,Polaris Library Systems,25,22
Institut fu&#x0308;r Wirtschaftsinformatik,Wuhan Iron and Steel Plant Material Section Stock Company,32,31
Institut fu&#x0308;r Wirtschaftsinformatik,King Mongkut's Institute of Technology Ladkrabang,40,38
Institut fu&#x0308;r Wirtschaftsinformatik,University of Auburn,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,University of Wales,33,33
Institut fu&#x0308;r Wirtschaftsinformatik,SRM Institute of Science and Technology,42,45
Institut fu&#x0308;r Wirtschaftsinformatik,State University of New York (SUNY)-Buffalo,33,37
Institut fu&#x0308;r Wirtschaftsinformatik,Cyprus College,14,11
Institut fu&#x0308;r Wirtschaftsinformatik,Methodist Univ,25,22
Institut fu&#x0308;r Wirtschaftsinformatik,National Center for Higher Education Management Systems,37,35
Institut fu&#x0308;r Wirtschaftsinformatik,"Dr. Harisingh Gour University, Sagar",33,35
Institut fu&#x0308;r Wirtschaftsinformatik,Quality Outcomes,28,25
Institut fu&#x0308;r Wirtschaftsinformatik,University of Cincinnati Academic Health Center,34,30
Institut fu&#x0308;r Wirtschaftsinformatik,Applied Systems Engineering,26,24
Institut fu&#x0308;r Wirtschaftsinformatik,University of Findlay,35,32
Institut fu&#x0308;r Wirtschaftsinformatik,Harbin Industry and Art Design School,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,DeafConnectEd,15,15
Institut fu&#x0308;r Wirtschaftsinformatik,Qimonda AG i IN,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,Qimonda NA,19,20
Institut fu&#x0308;r Wirtschaftsinformatik,Mentor Graphics Corporation,35,29
Institut fu&#x0308;r Wirtschaftsinformatik,Mincom Limited,21,29
Institut fu&#x0308;r Wirtschaftsinformatik,Netfish Technologies Inc,30,34
Institut fu&#x0308;r Wirtschaftsinformatik,SAF Germany GmbH,24,21
Institut fu&#x0308;r Wirtschaftsinformatik,Wolverhampton Business School,25,34
Institut fu&#x0308;r Wirtschaftsinformatik,Japanese Management Research Unit,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,"Pendére, Inc",19,20
Institut fu&#x0308;r Wirtschaftsinformatik,Western University,30,34
Institut fu&#x0308;r Wirtschaftsinformatik,Sphenon GmbH,19,19
Institut fu&#x0308;r Wirtschaftsinformatik,German Graduate School of Management and Law Heilbronn,25,27
Institut fu&#x0308;r Wirtschaftsinformatik,PHOENIX Pharma-Einkauf GmbH Mannheim,31,34
Institut fu&#x0308;r Wirtschaftsinformatik,UWV Business Services,25,32
Institut fu&#x0308;r Wirtschaftsinformatik,Next Generation Internet Institute,32,43
Institut fu&#x0308;r Wirtschaftsinformatik,Riga Stradins University,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,SuZhou New District Economic Development Group Corporation,32,28
Institut fu&#x0308;r Wirtschaftsinformatik,Norweg an School of Management BI,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,Chunchon Bio-Industry Foundation,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Nagoya University School of Medicine,31,26
Institut fu&#x0308;r Wirtschaftsinformatik,Meijo University,28,25
Institut fu&#x0308;r Wirtschaftsinformatik,The Center for Economic and Social Research,31,36
Institut fu&#x0308;r Wirtschaftsinformatik,University Healthcare System,29,26
Institut fu&#x0308;r Wirtschaftsinformatik,University Health Care System,31,26
Institut fu&#x0308;r Wirtschaftsinformatik,Universidade da Coruña,28,26
Institut fu&#x0308;r Wirtschaftsinformatik,Da-Yeh University,24,28
Institut fu&#x0308;r Wirtschaftsinformatik,Universidade Lusófona de Humanidades e Tecnologias,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,Adikavi Nannaya University,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,Universiti Teknikal Malaysia Melaka,31,26
Institut fu&#x0308;r Wirtschaftsinformatik,Hiroshima International University,32,32
Institut fu&#x0308;r Wirtschaftsinformatik,Hiroshima University,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,"University of Hyogo, Kobe",30,25
Institut fu&#x0308;r Wirtschaftsinformatik,CSIRO Mathematical and Information Sciences,40,38
Institut fu&#x0308;r Wirtschaftsinformatik,Japan National Institute of Information and Communications Technology,40,33
Institut fu&#x0308;r Wirtschaftsinformatik,Universidad de Las Palmas de Gran Canaria,27,27
Institut fu&#x0308;r Wirtschaftsinformatik,Chubu University,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,Hellenic Military Academy,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Brookhaven National Laboratory,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,National University Corporation Shizuoka University,34,30
Institut fu&#x0308;r Wirtschaftsinformatik,Uludağ Üniversitesi,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Institutul Naţional de Cercetare-Dezvoltare in Informatica,48,30
Institut fu&#x0308;r Wirtschaftsinformatik,The Institute for Science of Labour,49,47
Institut fu&#x0308;r Wirtschaftsinformatik,"Indian Institute of Information Technology, Allahabad",42,37
Institut fu&#x0308;r Wirtschaftsinformatik,National Academy of Sciences in Ukraine,35,35
Institut fu&#x0308;r Wirtschaftsinformatik,National Institute of Foundry and Forge Technology (NIFFT),40,39
Institut fu&#x0308;r Wirtschaftsinformatik,Tokai University,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Saint Petersburg State Forest Technical University under name of S.M.Kirov,34,30
Institut fu&#x0308;r Wirtschaftsinformatik,Nagoya University,27,24
Institut fu&#x0308;r Wirtschaftsinformatik,Marc Bloch University,22,26
Institut fu&#x0308;r Wirtschaftsinformatik,Merck Research Laboratories,35,26
Institut fu&#x0308;r Wirtschaftsinformatik,RH Smith School of Business,32,38
Institut fu&#x0308;r Wirtschaftsinformatik,International Burch University,36,34
Institut fu&#x0308;r Wirtschaftsinformatik,"National Technical University of Athens, School of Mechanical Engineering",31,28
Institut fu&#x0308;r Wirtschaftsinformatik,NCR,13,14
Institut fu&#x0308;r Wirtschaftsinformatik,Euro-Arab Management School,23,26
Institut fu&#x0308;r Wirtschaftsinformatik,Wipro Infotech Ltd.,26,31
Institut fu&#x0308;r Wirtschaftsinformatik,Aquenta Consulting,23,27
Institut fu&#x0308;r Wirtschaftsinformatik,University of Applied Sciences,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Researcher Data & Society,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,Aizoon Consulting S.r.l.,24,28
Institut fu&#x0308;r Wirtschaftsinformatik,"T. Rowe Price International, Inc.",32,34
Institut fu&#x0308;r Wirtschaftsinformatik,Unique computing solutions gmbh,30,28
Institut fu&#x0308;r Wirtschaftsinformatik,Shandong Normal University,26,30
Institut fu&#x0308;r Wirtschaftsinformatik,Certus Technology Associates,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,European University Viadrina,29,35
Institut fu&#x0308;r Wirtschaftsinformatik,German Graduate School of Management and Law (GGS),24,27
Institut fu&#x0308;r Wirtschaftsinformatik,South Carelia Polytechnic,33,24
Institut fu&#x0308;r Wirtschaftsinformatik,MIT-Zaragoza International Logistics Program,30,33
Institut fu&#x0308;r Wirtschaftsinformatik,University of East Anglia,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,Kim Hag Dong Oriental Medical Clinic,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,Lehrst. fur Wirtschaftsinformatik,75,74
Institut fu&#x0308;r Wirtschaftsinformatik,Saudi Arabian Monetary Agency,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,Caramba Labs Software Ag,21,22
Institut fu&#x0308;r Wirtschaftsinformatik,University of,22,30
Institut fu&#x0308;r Wirtschaftsinformatik,Webmergers.com,21,15
Institut fu&#x0308;r Wirtschaftsinformatik,Jean Monnet Université,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,Strategic Design Management,32,29
Institut fu&#x0308;r Wirtschaftsinformatik,German Archaeological Institute,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,Data Archiving and Networked Services,25,31
Institut fu&#x0308;r Wirtschaftsinformatik,Inrap,17,17
Institut fu&#x0308;r Wirtschaftsinformatik,TUI University,32,29
Institut fu&#x0308;r Wirtschaftsinformatik,Sydney Business School,25,32
Institut fu&#x0308;r Wirtschaftsinformatik,SETIS Ltd,20,20
Institut fu&#x0308;r Wirtschaftsinformatik,Worcestershire Acute Hospitals NHS Trust,32,40
Institut fu&#x0308;r Wirtschaftsinformatik,University of Detroit Mercy,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,University of Notre Dame Australia,37,32
Institut fu&#x0308;r Wirtschaftsinformatik,Notre Dame Initiative for Global Development,33,33
Institut fu&#x0308;r Wirtschaftsinformatik,Informing Science Institute,32,44
Institut fu&#x0308;r Wirtschaftsinformatik,Chu Shang Show Chwan Hospital,28,34
Institut fu&#x0308;r Wirtschaftsinformatik,Villa Maria Society,26,23
Institut fu&#x0308;r Wirtschaftsinformatik,Ministry of Communication and Information Technology,43,34
Institut fu&#x0308;r Wirtschaftsinformatik,Pioneer Hi Bred International Incorporated,38,34
Institut fu&#x0308;r Wirtschaftsinformatik,Universität Frankrurt,38,33
Institut fu&#x0308;r Wirtschaftsinformatik,State of Alabama,31,21
Institut fu&#x0308;r Wirtschaftsinformatik,Jiangnan University,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,HCL,4,5
Institut fu&#x0308;r Wirtschaftsinformatik,Independent Researcher,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,UL-Wiklund,15,20
Institut fu&#x0308;r Wirtschaftsinformatik,Damai Sciences,21,22
Institut fu&#x0308;r Wirtschaftsinformatik,Lingnan University,30,27
Institut fu&#x0308;r Wirtschaftsinformatik,Glanbia plc,15,15
Institut fu&#x0308;r Wirtschaftsinformatik,USAF Chief Information Office,42,37
Institut fu&#x0308;r Wirtschaftsinformatik,CIO Office at Franke Management,33,28
Institut fu&#x0308;r Wirtschaftsinformatik,Tektronix Incorporated,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Berry Network,22,26
Institut fu&#x0308;r Wirtschaftsinformatik,Monsanto Company,28,21
Institut fu&#x0308;r Wirtschaftsinformatik,KPMG Australia,25,29
Institut fu&#x0308;r Wirtschaftsinformatik,Eli Lilly and Company,25,26
Institut fu&#x0308;r Wirtschaftsinformatik,Durable Hunke and Jochheim Gmbh and Co. KG,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Saxion University,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Memorial Sloan-Kettering Cancer Center,28,33
Institut fu&#x0308;r Wirtschaftsinformatik,Queens University of Charlotte,33,28
Institut fu&#x0308;r Wirtschaftsinformatik,Hospital of Central,33,30
Institut fu&#x0308;r Wirtschaftsinformatik,Williams College,17,18
Institut fu&#x0308;r Wirtschaftsinformatik,UNLM,13,13
Institut fu&#x0308;r Wirtschaftsinformatik,NYSE Technologies,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,INRIA Rocquencourt,33,34
Institut fu&#x0308;r Wirtschaftsinformatik,State University of Milan,36,33
Institut fu&#x0308;r Wirtschaftsinformatik,A.B. Freeman School of Business,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,College of Industrial Management,27,33
Institut fu&#x0308;r Wirtschaftsinformatik,Ecambria Systems GmbH,19,19
Institut fu&#x0308;r Wirtschaftsinformatik,Telecommunications Research Group,27,32
Institut fu&#x0308;r Wirtschaftsinformatik,Netdecisions Ltd.,24,25
Institut fu&#x0308;r Wirtschaftsinformatik,Medical College of Wisconsin,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,Tsinghua National Laboratory for Information Science and Technology,33,33
Institut fu&#x0308;r Wirtschaftsinformatik,International University,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Ewing Marion Kauffman Foundation,35,33
Institut fu&#x0308;r Wirtschaftsinformatik,Engineering Management and Systems Engineering,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Business and Information Tech. Dept.,36,43
Institut fu&#x0308;r Wirtschaftsinformatik,Epslilon Inc.,18,19
Institut fu&#x0308;r Wirtschaftsinformatik,I5-SKS German National Research Center for Computer Science,34,32
Institut fu&#x0308;r Wirtschaftsinformatik,Unternehmensberatung GmbH,24,27
Institut fu&#x0308;r Wirtschaftsinformatik,J. Mack Robinson College of Business,23,29
Institut fu&#x0308;r Wirtschaftsinformatik,Scott AFB,24,24
Institut fu&#x0308;r Wirtschaftsinformatik,Qufu Normal University,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Pennsylvania Stt. Univ. Harrisburg,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,Debis Systemhaus MEB,26,26
Institut fu&#x0308;r Wirtschaftsinformatik,Yahoo Research Barcelona,24,25
Institut fu&#x0308;r Wirtschaftsinformatik,Chongqing Youth Vocational and Technical College,29,31
Institut fu&#x0308;r Wirtschaftsinformatik,Arkansas Tech Universit,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Al-Zaytoonah University of Jordan,29,30
Institut fu&#x0308;r Wirtschaftsinformatik,Yunnan Branch of China Development Bank,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Dushu Lake,19,24
Institut fu&#x0308;r Wirtschaftsinformatik,IBM,9,9
Institut fu&#x0308;r Wirtschaftsinformatik,Rollins School of Public Health,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,National Computer Systems,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Chu Hai College,21,21
Institut fu&#x0308;r Wirtschaftsinformatik,Institute for Information Systems,56,38
Institut fu&#x0308;r Wirtschaftsinformatik,Historic New Orleans Collection,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,University of Guglielmo Marconi,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Ecologia Applicata Italia s.r.l.,24,28
Institut fu&#x0308;r Wirtschaftsinformatik,Electronic Data Systems,25,22
Institut fu&#x0308;r Wirtschaftsinformatik,Alstom,17,17
Institut fu&#x0308;r Wirtschaftsinformatik,Bellevue University,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,Solution Architect Bei Sorman I.,41,39
Institut fu&#x0308;r Wirtschaftsinformatik,University of Missouriand-St. Louis,39,35
Institut fu&#x0308;r Wirtschaftsinformatik,Xingyi People's Hospital,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,Medien Management Institut an der Hochschule Fresenius,38,36
Institut fu&#x0308;r Wirtschaftsinformatik,Saint Vincent College,25,29
Institut fu&#x0308;r Wirtschaftsinformatik,Sam Houston State University,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,Grounded Theory Institute,27,45
Institut fu&#x0308;r Wirtschaftsinformatik,Madras School of Economics,29,27
Institut fu&#x0308;r Wirtschaftsinformatik,Green Accounting for Indian States and Union Territories Project (GAISP,32,34
Institut fu&#x0308;r Wirtschaftsinformatik,Snitker and Co.,28,25
Institut fu&#x0308;r Wirtschaftsinformatik,PWH Data Centre,21,29
Institut fu&#x0308;r Wirtschaftsinformatik,Endoscopy Centre,21,25
Institut fu&#x0308;r Wirtschaftsinformatik,Office of Educational Services,31,28
Institut fu&#x0308;r Wirtschaftsinformatik,Computer Services Unit,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,Medical Media Services,22,25
Institut fu&#x0308;r Wirtschaftsinformatik,Hospital Authority - Information Systems,41,46
Institut fu&#x0308;r Wirtschaftsinformatik,National Ecological Observatory Network,30,30
Institut fu&#x0308;r Wirtschaftsinformatik,Hilti AG,20,20
Institut fu&#x0308;r Wirtschaftsinformatik,University of Caigary,35,26
Institut fu&#x0308;r Wirtschaftsinformatik,INC,13,14
Institut fu&#x0308;r Wirtschaftsinformatik,National Center for the Improvement of Educational Assessment,35,35
Institut fu&#x0308;r Wirtschaftsinformatik,Research Institute for Design,42,43
Institut fu&#x0308;r Wirtschaftsinformatik,Saint Petersburg State University,35,35
Institut fu&#x0308;r Wirtschaftsinformatik,Jiangsu Provincial People’s Hospital Zhong shan Rehabilitation Branch,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Wuxi Hand Surgery Hospital,29,27
Institut fu&#x0308;r Wirtschaftsinformatik,CSSS Haut-Richelieu Rouville,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,Parker Associates,24,28
Institut fu&#x0308;r Wirtschaftsinformatik,Steinbeis-Hochschule-Berlin,29,29
Institut fu&#x0308;r Wirtschaftsinformatik,Dr. S.L. Pan,19,20
Institut fu&#x0308;r Wirtschaftsinformatik,Small Business Corporation,32,39
Institut fu&#x0308;r Wirtschaftsinformatik,EMIT University,32,29
Institut fu&#x0308;r Wirtschaftsinformatik,SQS AG,12,13
Institut fu&#x0308;r Wirtschaftsinformatik,Centre for Arab Genomic Studies,36,31
Institut fu&#x0308;r Wirtschaftsinformatik,Cairo University Faculty of Pharmacy,38,29
Institut fu&#x0308;r Wirtschaftsinformatik,University of Kelaniya,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Consultant in Clinical Pharmacy and Global Health Diagnostics,33,35
Institut fu&#x0308;r Wirtschaftsinformatik,Changchun Institute of Optics Fine Mechanics and Physics Chinese Academy of Sciences,33,32
Institut fu&#x0308;r Wirtschaftsinformatik,Nord-Trøndelag Health Trust,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,University of the Incarnate Work,41,33
Institut fu&#x0308;r Wirtschaftsinformatik,Totalforsvarets forskningsinstitut,34,45
Institut fu&#x0308;r Wirtschaftsinformatik,Guger Technologies OEG,28,29
Institut fu&#x0308;r Wirtschaftsinformatik,"Scan, Inc.",19,29
Institut fu&#x0308;r Wirtschaftsinformatik,Ministry of Public Administration,43,32
Institut fu&#x0308;r Wirtschaftsinformatik,Shanghai Institute of Technical Physics Chinese Academy of Sciences,37,37
Institut fu&#x0308;r Wirtschaftsinformatik,Kharkiv National University of Radioelectronics,34,30
Institut fu&#x0308;r Wirtschaftsinformatik,American University in Bulgaria,33,28
Institut fu&#x0308;r Wirtschaftsinformatik,Belarussian State Agrotechnical University,33,29
Institut fu&#x0308;r Wirtschaftsinformatik,"Kimley-Horn and Associates, Inc.",30,31
Institut fu&#x0308;r Wirtschaftsinformatik,Union County College,23,20
Institut fu&#x0308;r Wirtschaftsinformatik,Türkiye Bilimsel ve Teknolojik Araştirma Kurumu,29,28
Institut fu&#x0308;r Wirtschaftsinformatik,MIT Computer Science and Artificial Intelligence Laboratory,36,34
Institut fu&#x0308;r Wirtschaftsinformatik,Alfred State College,23,23
Institut fu&#x0308;r Wirtschaftsinformatik,Northern Virginia Community College,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,Highline Community College,24,27
Institut fu&#x0308;r Wirtschaftsinformatik,Fachhochschule Gelsenkirchen,23,26
Institut fu&#x0308;r Wirtschaftsinformatik,Devera / ICT Turku Oy,22,27
Institut fu&#x0308;r Wirtschaftsinformatik,Zetanol Ltd,19,23
Institut fu&#x0308;r Wirtschaftsinformatik,Viktoria Swedish ICT,32,36
Institut fu&#x0308;r Wirtschaftsinformatik,NTNU Samfunnsforskning AS,36,39
Institut fu&#x0308;r Wirtschaftsinformatik,Pfleiderer Wind Energy GmbH Beijing Office,26,27
Institut fu&#x0308;r Wirtschaftsinformatik,Bass Economics Inc.,23,27
Institut fu&#x0308;r Wirtschaftsinformatik,Max-Planck-Institut für Gravitationsphysik (Albert-Einstein-Institut),41,37
Institut fu&#x0308;r Wirtschaftsinformatik,NASA Marshall Space Flight Center,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,Storage Dimensions,27,34
Institut fu&#x0308;r Wirtschaftsinformatik,School of Business Administration,35,32
Institut fu&#x0308;r Wirtschaftsinformatik,Proboscis,16,16
Institut fu&#x0308;r Wirtschaftsinformatik,Mitsubishi Research Institute,34,46
Institut fu&#x0308;r Wirtschaftsinformatik,Faculty of Management and Human Resource Development,28,28
Institut fu&#x0308;r Wirtschaftsinformatik,Adidas AG,16,16
Institut fu&#x0308;r Wirtschaftsinformatik,Changjiang Water Resources Commission,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,PricewaterhouseCoopers NV,24,30
Institut fu&#x0308;r Wirtschaftsinformatik,Fraunhofer-Gesellschaft,28,34
Institut fu&#x0308;r Wirtschaftsinformatik,Energy Information Administration,35,46
Institut fu&#x0308;r Wirtschaftsinformatik,Center for Research in Healthcare Systems and Policies,33,32
Institut fu&#x0308;r Wirtschaftsinformatik,Institute of Chartered Accountants,47,37
Institut fu&#x0308;r Wirtschaftsinformatik,ICAR-Consiglio Nazionale Ricerche,27,30
Institut fu&#x0308;r Wirtschaftsinformatik,Model Solutions Pty Ltd,22,25
Institut fu&#x0308;r Wirtschaftsinformatik,New Zealand Press Council,24,27
Institut fu&#x0308;r Wirtschaftsinformatik,UC Davis School of Veterinary Medicine,32,30
Institut fu&#x0308;r Wirtschaftsinformatik,Indian Administrative Service,31,31
Institut fu&#x0308;r Wirtschaftsinformatik,Czech University of Life Sciences Prague,34,30
Institut fu&#x0308;r Wirtschaftsinformatik,JOBWORX,12,17
Institut fu&#x0308;r Wirtschaftsinformatik,Institute of Disease Control and Prevention of PLA,43,35
Institut fu&#x0308;r Wirtschaftsinformatik,Qinghai Center for Disease Control and Prevention,37,36
Institut fu&#x0308;r Wirtschaftsinformatik,SIX Group Services AG,29,29
Institut fu&#x0308;r Wirtschaftsinformatik,LinkedIn,16,16
Institut fu&#x0308;r Wirtschaftsinformatik,Saxion Universities of Applied Sciences,32,32
Institut fu&#x0308;r Wirtschaftsinformatik,Cuyahoga County Public Library,25,31
Institut fu&#x0308;r Wirtschaftsinformatik,"Federal University, Otuoke",29,30
Institut fu&#x0308;r Wirtschaftsinformatik,IKI University,32,29
Institut fu&#x0308;r Wirtschaftsinformatik,InSites Consulting,33,31
Institut fu&#x0308;r Wirtschaftsinformatik,Quality Research,24,28
Institut fu&#x0308;r Wirtschaftsinformatik,Claremont Graduate University,31,29
Institut fu&#x0308;r Wirtschaftsinformatik,Mesa State University,32,32
Institut fu&#x0308;r Wirtschaftsinformatik,East Tennessee State University,30,31
Institut fu&#x0308;r Wirtschaftsinformatik,Tisco GmbH,23,24
Institut fu&#x0308;r Wirtschaftsinformatik,Detecon International,29,32
Institut fu&#x0308;r Wirtschaftsinformatik,Instituto Technologo Autonomo de,46,44
Institut fu&#x0308;r Wirtschaftsinformatik,University of Suffolk,38,32
Institut fu&#x0308;r Wirtschaftsinformatik,Regents Business School,28,34
Institut fu&#x0308;r Wirtschaftsinformatik,The Clorox Company,27,24
Institut fu&#x0308;r Wirtschaftsinformatik,Elmer's Products Company,27,28
Institut fu&#x0308;r Wirtschaftsinformatik,State Administration of Radio Film and Television,35,33
Institut fu&#x0308;r Wirtschaftsinformatik,Nordea Investment Management,29,35
Institut fu&#x0308;r Wirtschaftsinformatik,DERA Cent for Human Sciences,31,32
Institut fu&#x0308;r Wirtschaftsinformatik,University Hospitals Case Medical Center,34,32
Institut fu&#x0308;r Wirtschaftsinformatik,Web Architechs,25,25
Institut fu&#x0308;r Wirtschaftsinformatik,Renault Samsung Motors Company Ltd.,34,29
Institut fu&#x0308;r Wirtschaftsinformatik,Ivey School of Business,28,34
Institut fu&#x0308;r Wirtschaftsinformatik,Dialogic Innovation and Interaction,31,34
Institut fu&#x0308;r Wirtschaftsinformatik,University of Sarajevo 71000 Sarajevo,33,28
Institut fu&#x0308;r Wirtschaftsinformatik,Hibernum Canada,28,21
Institut fu&#x0308;r Wirtschaftsinformatik,National Information Agency,38,35
Institut fu&#x0308;r Wirtschaftsinformatik,NHS,13,14
Institut fu&#x0308;r Wirtschaftsinformatik,NHS England,19,15
Institut fu&#x0308;r Wirtschaftsinformatik,Instituto Tecnologico de Aeronautica,44,42
Institut fu&#x0308;r Wirtschaftsinformatik,GKM Solutions,18,22
